"""@title"",""Français"""
"""#01513"", ""Tout le monde veut aller nager en été."""
"""#01514"", ""Les sièges payants sont ceux que vous pouvez louer pour une journée entière pour avoir juste pour vous."""
"""#01515"", ""Ajouter toutes les couleurs à une piscine peut avoir un effet intéressant."""
"""#01516"",""Beaucoup d'excellents aliments de saison en automne !"""
"""#01517"", ""Il fait de plus en plus frais chaque jour."""
"""#01518"", ""Les restaurants affectent également l'odeur autour des piscines, vous savez."""
"""#01519"", ""Les aliments à base de châtaignes sont plus populaires en automne."""
"""#01520"", ""Il y a certains objets que vous ne pouvez utiliser que sur les piscines, et d'autres uniquement pour les aliments."""
"""#01521"",""Jingle bells, jingle bells..."""
"""#01522"",""Brrr... Je veux m'envelopper dans une couverture."""
"""#01523"", ""Les piscines à plus de 86°F/30°C sont plus attrayantes en hiver."""
"""#01524"", ""Cuisiner beaucoup de fois peut conduire à trouver de nouvelles recettes!"""
"""#01525"",""Certains clients bizarres aiment les aliments brûlés."""
"""#01526"",""Avec <0>&Avec mes copains&Avec <0>&Avec le bonheur <0>&Avec nous tous&Avec les gars habituels&Avec des amis&Avec mon ami <0>."""
"""#01527"",""À la piscine. &Au parc aquatique. &À <0>. &Visiter le plaisir <0>. &Profiter d'une journée au <0>. &Découvrir le populaire <0>. &Prendre un repas à < 0>. &Au célèbre <0>. &Au célèbre <0>."""
"""#01528"",""Prendre des photos !&Inoubliable !&Génial !&Tellement relaxant !&C'est le meilleur !&J'adore.&Je me suis bien amusé.&Journée parfaite !&Je me sens bien !&Le temps de prendre des photos !"""
"""#01529"", ""Je n'en ai jamais assez !&Meilleur parc aquatique de tous les temps !&C'est fantastique !&Mon parc aquatique préféré !&Revenez ici avec moi !&Je devrai revenir !&J'ai fait le bon choix en venant ici !&Absolument fabuleux !&Terrifique !&Je ne veux plus jamais partir !&Le meilleur endroit pour sortir !"""
"""#01530"",""<0>&Ce <0>&Oui, <0>!&Le <0> ici"""
"""#01531"",""est vraiment bon !&est délicieux !&est délicieux !&est le meilleur !&est tellement plus gourmand !&est d'une bonne dépendance !&est ma nouvelle dépendance !&dépassé mes attentes."""
"""#01532"", ""c'est tellement bon ! & a un goût divin. & c'est un délice ! & ça vaut le coup d'essayer. & ça vous rendra accro ! & c'est le meilleur que j'aie jamais eu. & c'est charmant. & c'est l'endroit !"""
"""#01533"",""Venez découvrir<br>notre nouveau<br><0>!"""
"""#01534"",""Visitez notre parc aquatique<br>pour découvrir le nouveau<br><0>!"""
"""#01535"",""Notre nouveau <0><br>est parfait lorsque<br>vous voulez vous détendre !"""
"""#01536"",""Notre tout nouveau<br><0><br>est super confortable !"""
"""#01537"",""Nous avons le<br><0>!"""
"""#01538"",""Nouveaux maillots de bain !<br><0>!"""
"""#01539"",""Nous sommes désormais un<br><0>parc aquatique étoilé !"""
"""#01540"",""Nous avons réussi le test de certification<br><0><br>!"""
"""#01541"",""<0> la campagne<br>est maintenant lancée ! Ne la manquez pas !"""
"""#01542"",""Prendre beaucoup de photos !&Une journée inoubliable !&Woohoo !&Aujourd'hui est tout simplement génial !&À bout de souffle de tout le plaisir !&Vraiment heureux d'être venu ici !&Les parcs aquatiques sont les meilleurs !&Faisons un plongeon !&C'est sympa ici .&Ça va à merveille !&Découvrez ma pose cool !&Taa-daa !&Je suis arrivé ici en bus !&À quelques pas de chez moi !&J'adore venir ici !&Ça va ?"""
"""#01543"",""Absolument le meilleur !&Je dois dire, wow !&S'amuser dans la piscine !&Ce parc est incroyablement cool !&C'est agréable d'avoir une journée comme celle-ci de temps en temps.&Sérieusement amusant !&C'est étonnamment génial !&Devrait apporté des nuances !"""
"""#01544"",""On s'amuse !&Je dois partager ça avec tout le monde !&Je porte mon meilleur maillot de bain !&C'est la fête !&Ouf, je me suis bien amusé !&Je n'ai pas pris de coup de soleil, ouf !&Tellement jaloux de tous les jolis flotteurs !&Besoin d'avoir une nouvelle tenue...&Mettez-moi de bonne humeur !&C'est l'heure d'un selfie !"""
"""#01545"",""Mignon !&Je devais le partager !&C'est incroyable !&Je serai un habitué ici !&N'est-ce pas joli ?&J'ai un bronzage !&Le parc aquatique de mes rêves !&Mon maillot de bain se démarque-t-il trop ?&Viens pour une baignade, tout le monde !&Taguez ce parc aquatique, tout le monde !&C'est vraiment chic !"""
"""#01546"",""Système"""
"""#01547"",""Passer"""
"""#01548"",""Renommer"""
"""#01549"",""Souhaits"""
"""#01550"",""Recettes"""
"""#01551"",""Boutique"""
"""#01552"",""Informations sur la certification"""
"""#01553"",""Liste du pool"""
"""#01554"",""Stock"""
"""#01556"",""Piscine à jets"""
"""#01557"",""Résidentiel"""
"""#01558"",""École"""
"""#01559"",""Forêt"""
"""#01560"",""Shopping"""
"""#01561"",""Bureau"""
"""#01562"",""Gare"""
"""#01563"",""Centre-ville"""
"""#01564"",""Spécialité"""
"""#01565"",""Aéroport"""
"""#01566"",""Île de Kairo"""
"""#01567"",""Culotte Bleue"""
"""#01568"",""Culotte bleu vif."""
"""#01569"",""Culotte Rouge"""
"""#01570"",""Culotte rouge vif."""
"""#01571"",""Boxer Vert"""
"""#01572"", ""Regarde bien sur n'importe qui."""
"""#01573"",""Boxer sportif"""
"""#01574"",""Vous donne l'air athlétique."""
"""#01575"",""Maillot de bain rétro"""
"""#01576"",""Comme dans les vieux films."""
"""#01577"",""Combinaison orange"""
"""#01578"",""S'adapte comme une seconde peau."""
"""#01579"",""Legging de surf"""
"""#01580"",""Un design assez inhabituel."""
"""#01581"",""Legging de surf Plus"""
"""#01582"",""Legging de surf Pro"""
"""#01583"",""Rayures bleues"""
"""#01584"",""Modeste mais élégant."""
"""#01585"",""Rayures rouges"""
"""#01586"",""Rayures noires"""
"""#01587"",""Short à carreaux violet"""
"""#01588"", ""Découvrez-les."""
"""#01589"",""Short à carreaux noir"""
"""#01590"",""Short à carreaux vert"""
"""#01591"",""Pantalon à ceinture rouge"""
"""#01592"", ""Attachez votre ceinture pour une nage intense."""
"""#01593"",""Pantalon à ceinture bleue"""
"""#01594"",""Pantalon avec ceinture noire"""
"""#01595"",""Rashie violet"""
"""#01596"",""Protège des coups de soleil."""
"""#01597"",""Marine Rachie"""
"""#01598"",""Avec des éléments contrastés."""
"""#01599"",""Rachie noire"""
"""#01600"",""Avec des lignes dorées élégantes."""
"""#01601"",""Costume pastèque"""
"""#01602"",""Rejoignez la tribu des pastèques."""
"""#01603"",""Maillot de bain héros"""
"""#01604"",""Vous fait vous sentir comme un héros."""
"""#01605"",""Pantalon à fleurs"""
"""#01606"", ""Aimé par les dandys."""
"""#01607"",""Maillot de bain Kairo"""
"""#01608"", ""Réalisé par Kairobot."""
"""#01609"",""Maillot de bain Wairo"""
"""#01610"",""Avec des poches pratiques."""
"""#01611"",""Bikini Triangle Rouge"""
"""#01612"",""Bikini rouge vif."""
"""#01613"",""Bikini Triangle Bleu"""
"""#01614"",""Bikini bleu audacieux."""
"""#01615"",""Noir Dos Nu"""
"""#01616"", ""Tu as l'air sexy."""
"""#01617"",""Maillot de bain fitness"""
"""#01618"",""Confortable pour faire de l'exercice."""
"""#01619"",""Tube Haut"""
"""#01620"",""Top vert accrocheur."""
"""#01621"",""Monokini"""
"""#01622"",""Devant complet, dos étroit."""
"""#01623"",""Bleu marine à épaules dénudées"""
"""#01624"",""Avec de séduisants volants en mousseline de soie."""
"""#01625"",""Blanc à épaules dénudées"""
"""#01626"",""Bleu Épaules Dénudées"""
"""#01627"",""Bikini Ruban Pêche"""
"""#01628"",""Le ruban rose ajoute du charme."""
"""#01629"",""Bikini Ruban Aqua"""
"""#01630"",""Bikini bleu assez vif."""
"""#01631"",""Bikini Ruban Foncé"""
"""#01632"",""Simple mais féminin."""
"""#01633"",""Bustier Rouge"""
"""#01634"",""Dans un rouge passionné."""
"""#01635"",""Bustier Bleu"""
"""#01636"",""Dans un bleu marine."""
"""#01637"",""Bustier Violet"""
"""#01638"",""Maillots de bain chics et adultes."""
"""#01639"",""Bleu Tankini"""
"""#01640"",""Bon pour les sports nautiques."""
"""#01641"",""Tankini Vert"""
"""#01642"",""Tankini Jaune"""
"""#01643"",""Rachie bleu"""
"""#01644"",""Manches longues pour la protection solaire."""
"""#01645"",""Rachie verte"""
"""#01646"",""Rashie rose"""
"""#01647"",""Bikini sirène"""
"""#01648"",""Sentez-vous comme une sirène."""
"""#01649"",""Bikini Coco"""
"""#01650"",""Fait une impression à coup sûr."""
"""#01651"",""Bikini à fleurs"""
"""#01652"", ""Fais fleurir ta beauté."""
"""#01653"",""Assistant une-pièce"""
"""#01654"",""Continuez à travailler dans la piscine."""
"""#01655"",""Une-pièce Sally Prin"""
"""#01656"", ""On dirait une princesse dedans."""
"""#01657"",""Culotte Verte"""
"""#01658"",""Vêtements de sport confortables."""
"""#01659"",""Maillots de bain rétro"""
"""#01660"", ""Peut-être vu à la télé."""
"""#01661"",""Maillots de bain scolaire"""
"""#01662"", ""Porté par des étudiants locaux."""
"""#01663"",""Boxer orange"""
"""#01664"",""Design un peu plus long."""
"""#01665"",""Boxer violet"""
"""#01666"",""Combinaison de plongée à manches courtes"""
"""#01667"",""Idéal pour la plongée et le surf."""
"""#01668"",""Deux-pièces à rayures bleues"""
"""#01669"", ""Facile à mettre et à enlever."""
"""#01670"",""Deux-pièces à rayures rouges"""
"""#01671"",""Deux-pièces à rayures vertes"""
"""#01672"",""Manches Longues Vertes"""
"""#01673"", ""Utilisé par les athlètes."""
"""#01674"",""Blanc à manches longues"""
"""#01675"",""Rouge à manches longues"""
"""#01676"",""Deux-pièces à pois bleus"""
"""#01677"", ""Joyeux et mignon."""
"""#01678"",""Deux-pièces à pois rouges"""
"""#01679"",""Pantalon Galaxie"""
"""#01680"", ""Pouvez-vous repérer la Grande Ourse?"""
"""#01681"",""Pantalon Ciel"""
"""#01682"", ""Comme le ciel au lever du soleil."""
"""#01683"",""Costume visage Kairo"""
"""#01684"", ""Ne faites plus qu'un avec Kairobot."""
"""#01685"",""Costume Wairo Face"""
"""#01686"", ""va faire tourner des têtes."""
"""#01687"", ""Fleurs d'hibiscus accrocheuses."""
"""#01688"",""La pastèque"""
"""#01689"",""Authentique pastèque lyophilisée."""
"""#01690"",""Maillot de bain folklorique"""
"""#01691"",""Importé d'une île tropicale."""
"""#01692"",""水着_cw_00"""
"""#01693"",""Maillot de bain rose à froufrous"""
"""#01694"",""Très girly."""
"""#01695"",""=MID(#01692,1,-2)&'01'"""
"""#01696"",""Maillot de bain bleu à froufrous"""
"""#01697"",""=MID(#01692,1,-2)&'02'"""
"""#01698"",""Combinaison de cours de natation"""
"""#01699"",""=MID(#01692,1,-2)&'03'"""
"""#01700"",""Bikini vert pour enfants"""
"""#01701"", ""Similaires à ceux pour adultes."""
"""#01702"",""=MID(#01692,1,-2)&'04'"""
"""#01703"",""Foulards & Ruban Roses"""
"""#01704"", ""Mignardise exagérée."""
"""#01705"",""=MID(#01692,1,-2)&'05'"""
"""#01706"",""Frais & Ruban Bleu"""
"""#01707"",""=MID(#01692,1,-2)&'06'"""
"""#01708"",""Bikini bleu à épaules dénudées"""
"""#01709"", ""Les épaules dénudées sont à la mode maintenant."""
"""#01710"",""=MID(#01692,1,-2)&'07'"""
"""#01711"",""Bikini rose à épaules dénudées"""
"""#01712"",""=MID(#01692,1,-2)&'08'"""
"""#01713"",""Bikini violet à épaules dénudées"""
"""#01714"",""=MID(#01692,1,-2)&'09'"""
"""#01715"",""Pots Bleus & Ruban"""
"""#01716"", ""Ruban pour plus de charme."""
"""#01717"",""=MID(#01692,1,-2)&'10'"""
"""#01718"",""Points Verts & Ruban"""
"""#01719"",""=MID(#01692,1,-2)&'11'"""
"""#01720"",""Points Roses & Ruban"""
"""#01721"",""=MID(#01692,1,-2)&'12'"""
"""#01722"",""Parka UV rose"""
"""#01723"", ""Protection UV complète."""
"""#01724"",""=MID(#01692,1,-2)&'13'"""
"""#01725"",""Parka UV bleu"""
"""#01726"",""=MID(#01692,1,-2)&'14'"""
"""#01727"",""Parka UV verte"""
"""#01728"",""=MID(#01692,1,-2)&'15'"""
"""#01729"",""Maillot de bain en jean"""
"""#01730"", ""Peut le porter n'importe où, vraiment."""
"""#01731"",""=MID(#01692,1,-2)&'16'"""
"""#01732"",""Combinaison visage Sally Prin"""
"""#01733"", ""Montrez votre amour pour Sally."""
"""#01734"",""=MID(#01692,1,-2)&'17'"""
"""#01735"",""=MID(#01692,1,-2)&'18'"""
"""#01736"",""Sentez-vous comme une fée des fleurs."""
"""#01737"",""=MID(#01692,1,-2)&'19'"""
"""#01738"",""Le Melon"""
"""#01739"", ""Flottant, avec revêtement en résine."""
"""#01740"",""=MID(#01692,1,-2)&'20'"""
"""#01741"",""Bikini Folklorique"""
"""#01742"",""=#01691"""
"""#01743"",""Vêtements d'extérieur_m_00"""
"""#01744"",""=MID(#01743,1,-2)&'01'"""
"""#01745"",""=MID(#01743,1,-2)&'02'"""
"""#01746"",""=MID(#01743,1,-2)&'03'"""
"""#01747"",""=MID(#01743,1,-2)&'04'"""
"""#01748"",""=MID(#01743,1,-2)&'05'"""
"""#01749"",""=MID(#01743,1,-2)&'06'"""
"""#01750"",""=MID(#01743,1,-2)&'07'"""
"""#01751"",""=MID(#01743,1,-2)&'08'"""
"""#01752"",""=MID(#01743,1,-2)&'09'"""
"""#01753"",""=MID(#01743,1,-2)&'10'"""
"""#01754"",""=MID(#01743,1,-2)&'11'"""
"""#01755"",""=MID(#01743,1,-2)&'12'"""
"""#01756"",""=MID(#01743,1,-2)&'13'"""
"""#01757"",""=MID(#01743,1,-2)&'14'"""
"""#01758"",""=MID(#01743,1,-2)&'15'"""
"""#01759"",""Vêtements d'extérieur_w_00"""
"""#01760"",""=MID(#01759,1,-2)&'01'"""
"""#01761"",""=MID(#01759,1,-2)&'02'"""
"""#01762"",""=MID(#01759,1,-2)&'03'"""
"""#01763"",""=MID(#01759,1,-2)&'04'"""
"""#01764"",""=MID(#01759,1,-2)&'05'"""
"""#01765"",""=MID(#01759,1,-2)&'06'"""
"""#01766"",""=MID(#01759,1,-2)&'07'"""
"""#01767"",""=MID(#01759,1,-2)&'08'"""
"""#01768"",""=MID(#01759,1,-2)&'09'"""
"""#01769"",""=MID(#01759,1,-2)&'10'"""
"""#01770"",""=MID(#01759,1,-2)&'11'"""
"""#01771"",""=MID(#01759,1,-2)&'12'"""
"""#01772"",""=MID(#01759,1,-2)&'13'"""
"""#01773"",""=MID(#01759,1,-2)&'14'"""
"""#01774"",""=MID(#01759,1,-2)&'15'"""
"""#01775"",""Vêtements d'extérieur_c_00"""
"""#01776"",""=MID(#01775,1,-2)&'01'"""
"""#01777"",""=MID(#01775,1,-2)&'02'"""
"""#01778"",""=MID(#01775,1,-2)&'03'"""
"""#01779"",""=MID(#01775,1,-2)&'04'"""
"""#01780"",""=MID(#01775,1,-2)&'05'"""
"""#01781"",""=MID(#01775,1,-2)&'06'"""
"""#01782"",""=MID(#01775,1,-2)&'07'"""
"""#01783"",""=MID(#01775,1,-2)&'08'"""
"""#01784"",""=MID(#01775,1,-2)&'09'"""
"""#01785"",""=MID(#01775,1,-2)&'10'"""
"""#01786"",""Vêtements d'extérieur_cw_00"""
"""#01787"",""=MID(#01786,1,-2)&'01'"""
"""#01788"",""=MID(#01786,1,-2)&'02'"""
"""#01789"",""=MID(#01786,1,-2)&'03'"""
"""#01790"",""=MID(#01786,1,-2)&'04'"""
"""#01791"",""=MID(#01786,1,-2)&'05'"""
"""#01792"",""=MID(#01786,1,-2)&'06'"""
"""#01793"",""=MID(#01786,1,-2)&'07'"""
"""#01794"",""=MID(#01786,1,-2)&'08'"""
"""#01795"",""=MID(#01786,1,-2)&'09'"""
"""#01796"",""=MID(#01786,1,-2)&'10'"""
"""#01797"",""Spécial_sp_00"""
"""#01798"",""=MID(#01797,1,-2)&'02'"""
"""#01799"",""=MID(#01797,1,-2)&'03'"""
"""#01800"",""=MID(#01797,1,-2)&'04'"""
"""#01801"",""=MID(#01797,1,-2)&'05'"""
"""#01802"",""=MID(#01797,1,-2)&'06'"""
"""#01803"",""=MID(#01797,1,-2)&'07'"""
"""#01804"",""=#00034"""
"""#01805"",""=#00036"""
"""#01806"",""=#00037"""
"""#01807"",""=#00038"""
"""#01808"",""=#00039"""
"""#01809"",""=#00040"""
"""#01810"",""=#00041"""
"""#01811"",""Ensemble de maillots de bain fantaisie"""
"""#01812"",""Ensemble de maillots de bain Kairo"""
"""#01813"",""Ravi de vous rencontrer!"""
", ""Je vais vous aider à <co=0070c0><0></co> en tant qu'assistant."""
"""Je connais une chose ou deux sur les piscines... J'avais l'habitude d'aller dans une école de natation par ici."""
"« Mais ce dont cette région a besoin, c'est d'un parc aquatique rempli d'attractions sympas ! Alors créons-en un ! »"
"""Vous pouvez trouver un guide de jeu détaillé dans le menu."""
"""Mais pour l'instant, commençons par les bases. Ouvrez le menu et accédez à <co=0070c0>Build</co>. Construisons un <pic=pic_icon_buildCategory1> <co=0070c0>pool</co>."""
"""#01814"", ""Bien joué, vous ! C'est la fin de l'année <0>. Ceci termine la partie principale du jeu."""
"« Voyons quel score vous avez obtenu, d'accord ? »"
"""#01815"",""Votre score est de <co=0066cc><0>Pts</co> !"""
", ""Félicitations, c'est un nouveau record !"""
"« Voyons si vous pouvez battre ce score lors de votre prochaine partie ! »"
"""#01816"",""Votre score est de <co=0066cc><0>Pts</co> !"""
"""Tu n'as pas établi de nouveau record de score cette fois, mais ne t'en fais pas trop."""
"« Voyons si vous pouvez battre ce score lors de votre prochaine partie ! »"
"""#01817"",""Votre meilleur score ne sera plus mis à jour."""
"« Mais vous pouvez continuer à jouer aussi longtemps que vous le souhaitez. »"
"« Je serai là, comme toujours ! »"
"""#01818"", ""Avoir une friandise froide après la baignade, c'est bien, n'est-ce pas?"""
"« Obtenons un magasin de cônes de neige ici ! Nos visiteurs vont l'adorer. »"
"""#01819"", ""Faites défiler l'écran pour sélectionner un emplacement pour votre nouvelle installation."""
"« Appuyez et maintenez enfoncé pour le déplacer sans faire défiler l'écran. »"
"""#01820"",""Le <co=0070c0><0></co> doit être placé de manière à ce qu'il se termine dans la piscine."""
"« « La glissade dans la piscine est très amusante ! »"
"""#01821"",""Très bien, traçons un chemin."""
"""Sélectionnez où vous voulez qu'il commence et faites glisser sur l'écran pour l'étendre."""
"""#01822"", ""Ajoutons une piscine au parc!"""
"""Sélectionnez un emplacement pour cela et faites glisser sur l'écran pour décider de la taille."""
"""#01823"",""Oups, nous n'avons pas assez d'argent."""
"""#01824"", ""Vous n'avez pas d'objets."""
