"@title", "Français"
"# 01543", "Absolument meilleur! & Je dois dire, wow! & S'amuser dans la piscine! & Ce parc est incroyablement cool! & C'est agréable de passer une journée comme celle-ci de temps en temps. & Amusement sérieux! & C'est étonnamment génial! & Shoulda apporté des nuances! "
"# 01544", "Nous nous amusons! & Je dois partager ça avec tout le monde! & Je porte mon meilleur maillot de bain! & C'est une fête! & Ouf, nous nous sommes bien amusés! & Je n'ai pas eu un coup de soleil, ouf! ! & Besoin d'une nouvelle tenue ... & Mettez-moi de bonne humeur! & Il est temps pour un selfie! "
"# 01545", "Mignon! & J'ai dû le partager! & C'est incroyable! & Je serai un habitué ici! & N'est-ce pas joli? & Je me suis bronzé! & Mon parc aquatique de rêve! & Mon maillot de bain se démarque-t-il trop? & Venez pour une baignade, tout le monde! & Taguez ce parc aquatique, tout le monde! & C'est vraiment chic! "
"# 01546", "Système"
"# 01547", "Ignorer"
"# 01548", "Renommer"
"# 01549", "Souhaits"
"# 01550", "Recettes"
"# 01551", "Boutique"
"# 01552", "Informations sur la certification"
"# 01553", "Liste des pools"
"# 01554", "Stock"
"# 01556", "Piscine à jets"
"# 01557", "Résidentiel"
"# 01558", "École"
"# 01559", "Forêt"
"# 01560", "Shopping"
"# 01561", "Bureau"
"# 01562", "Station"
«# 01563», «Centre-ville»
"# 01564", "Spécialité"
"# 01565", "Aéroport"
«# 01566», «Île de Kairo»
"# 01567", "Slip bleu"
"# 01568", "Slip bleu audacieux."
"# 01569", "Mémoires rouges"
"# 01570", "Slips rouges audacieux."
"# 01571", "Boxers verts"
"# 01572", "Regardez bien sur n'importe qui."
"# 01573", "Boxeurs sportifs"
"# 01574", "Vous faire paraître athlétique."
"# 01575", "Maillot de bain rétro"
"# 01576", "Comme dans les vieux films."
"# 01577", "Combinaison orange"
"# 01578", "Convient comme une seconde peau."
"#01579","Surf Leggings"
"# 01580", "Design assez inhabituel."
"# 01581", "Surf Leggings Plus"
"# 01582", "Surf Leggings Pro"
"# 01583", "Rayures bleues"
"# 01584", "Modeste mais élégant."
"# 01585", "Rayures rouges"
"# 01586", "Rayures noires"
"# 01587", "Short à carreaux violet"
"# 01588", "Découvrez-les."
"# 01589", "Short à carreaux noir"
"# 01590", "Short à carreaux verts"
"# 01591", "Pantalon ceinture rouge"
"# 01592", "Bouclez votre ceinture pour nager intensément."
"# 01593", "Pantalon ceinture bleue"
«# 01594», «Pantalon ceinture noire»
"# 01595", "Purple Rashie"
"# 01596", "Protège des coups de soleil."
«# 01597», «Navy Rashie»
"# 01598", "Avec des éléments contrastés."
«# 01599», «Black Rashie»
"# 01600", "Avec des lignes dorées élégantes."
"# 01601", "Costume de pastèque"
"# 01602", "Rejoignez la tribu de la pastèque."
"# 01603", "Maillot de bain Hero"
"# 01604", "Vous fait vous sentir comme un héros."
"# 01605", "Pantalon fleuri"
"# 01606", "Aimé par les dandys."
"# 01607", "Maillot de bain Kairo"
"# 01608", "Produit par Kairobot."
"# 01609", "Maillot de bain Wairo"
"# 01610", "Avec des poches pratiques."
"# 01611", "Bikini triangle rouge"
"# 01612", "Bikini rouge audacieux."
"# 01613", "Bikini triangle bleu"
"# 01614", "Bikini bleu audacieux."
"# 01615", "Dos nu noir"
"# 01616", "Vous fait paraître sexy."
"# 01617", "Maillot de bain fitness"
"# 01618", "Confortable pour faire de l'exercice."
"# 01619", "Tube Top"
"# 01620", "Haut vert accrocheur."
"# 01621", "Monokini"
"# 01622", "Plein devant, dos étriqué."
"# 01623", "Navy Off-Shoulder"
"# 01624", "Avec des volants en mousseline attrayants."
"# 01625", "Blanc à épaules dénudées"
"# 01626", "Bleu hors épaule"
"# 01627", "Bikini ruban pêche"
"# 01628", "Le ruban rose ajoute du charme."
"# 01629", "Bikini Aqua Ribbon"
"# 01630", "Joli bikini bleu vif."
"# 01631", "Bikini ruban foncé"
"# 01632", "Simple mais féminin."
"# 01633", "Bustier rouge"
"# 01634", "Dans un rouge passionné."
"# 01635", "Bustier bleu"
"# 01636", "Dans un bleu marine."
"# 01637", "Bustier violet"
"# 01638", "Maillots de bain chics pour adultes."
"# 01639", "Tankini bleu"
"# 01640", "Idéal pour les sports nautiques."
"# 01641", "Tankini vert"
"# 01642", "Tankini jaune"
«# 01643», «Blue Rashie»
"# 01644", "Manches longues pour la protection solaire."
"# 01645", "Rashie vert"
"# 01646", "Pink Rashie"
"# 01647", "Bikini sirène"
"# 01648", "Sentez-vous comme une sirène."
"# 01649", "Bikini à la noix de coco"
"# 01650", "Fait bonne impression."
"# 01651", "Bikini fleuri"
"# 01652", "Fera fleurir votre beauté."
"# 01653", "Assistant One-Piece"
"# 01654", "Continuez à travailler dans la piscine."
"# 01655", "Sally Prin One-Piece"
"# 01656", "On dirait une princesse dedans."
"# 01657", "Mémoires verts"
"# 01658", "Vêtements de sport confortables."
"# 01659", "Maillots de bain rétro"
"# 01660", "J'aurais pu le voir à la télé."
"# 01661", "Maillots de bain scolaires"
"# 01662", "Porté par des étudiants locaux."
"# 01663", "Boxers orange"
"# 01664", "Un design un peu plus long."
"# 01665", "Boxers violets"
"# 01666", "Combinaison étanche à manches courtes"
"# 01667", "Idéal pour la plongée et le surf."
"# 01668", "Deux pièces rayées bleues"
"# 01669", "Facile à mettre et à enlever."
"# 01670", "Deux pièces rayées rouges"
"# 01671", "Deux pièces à rayures vertes"
"# 01672", "Manches longues vertes"
"# 01673", "Utilisé par les athlètes."
"# 01674", "Manches longues blanches"
"# 01675", "Rouge à manches longues"
"# 01676", "Deux pièces Blue Dotty"
"# 01677", "Joyeux et mignon."
"# 01678", "Deux pièces Red Dotty"
"# 01679", "Pantalon Galaxy"
"# 01680", "Pouvez-vous repérer la Grande Ourse?"
"# 01681", "Sky Pants"
"# 01682", "Comme le ciel au lever du soleil."
"# 01683", "Kairo Face Suit"
"# 01684", "Ne faites plus qu'un avec Kairobot."
"# 01685", "Combinaison Wairo Face"
"# 01686", "Cela fera tourner les têtes."
"# 01687", "Des fleurs d'hibiscus accrocheuses."
"# 01688", "La pastèque"
"# 01689", "Pastèque lyophilisée authentique."
"# 01690", "Maillot de bain folk"
"# 01691", "Importé d'une île tropicale."
"# 01692", "水 着 _cw_00"
"# 01693", "Maillot de bain rose à froufrous"
"# 01694", "Très girly."
"# 01695", "= MID (# 01692,1, -2) & '01'"
"# 01696", "Maillot de bain bleu à froufrous"
"# 01697", "= MID (# 01692,1, -2) & '02'"
"# 01698", "Combinaison de cours de natation"
"# 01699", "= MID (# 01692,1, -2) & '03'"
"# 01700", "Bikini vert pour enfants"
"# 01701", "Semblables à celles pour adultes."
"# 01702", "= MID (# 01692,1, -2) & '04'"
"# 01703", "Volants et ruban roses"
"# 01704", "Excès de gentillesse."
"# 01705", "= MID (# 01692,1, -2) & '05'"
"# 01706", "Volants et ruban bleus"
"# 01707", "= MID (# 01692,1, -2) & '06'"
"# 01708", "Bikini bleu à épaules dénudées"
"# 01709", "Les épaules dénudées sont à la mode maintenant."
"# 01710", "= MID (# 01692,1, -2) & '07'"
"# 01711", "Bikini rose à épaules dénudées"
"# 01712", "= MID (# 01692,1, -2) & '08'"
"# 01713", "Bikini violet à épaules dénudées"
"# 01714", "= MID (# 01692,1, -2) & '09'"
"# 01715", "Points bleus et ruban"
"# 01716", "Ruban pour plus de charme."
"# 01717", "= MID (# 01692,1, -2) & '10'"
"# 01718", "Points verts et ruban"
"# 01719", "= MID (# 01692,1, -2) & '11'"
"# 01720", "Points roses et ruban"
"# 01721", "= MID (# 01692,1, -2) & '12'"
"# 01722", "Parka UV rose"
"# 01723", "Protection UV totale."
"# 01724", "= MID (# 01692,1, -2) & '13'"
"# 01725", "Blue UV Parka"
"# 01726", "= MID (# 01692,1, -2) & '14'"
"# 01727", "Parka UV verte"
"# 01728", "= MID (# 01692,1, -2) & '15'"
"# 01729", "Maillot de bain en denim"
"# 01730", "Peut le porter n'importe où, vraiment."
"# 01731", "= MID (# 01692,1, -2) & '16'"
"# 01732", "Sally Prin Face Suit"
"# 01733", "Montrez votre amour pour Sally."
"# 01734", "= MID (# 01692,1, -2) & '17'"
"# 01735", "= MID (# 01692,1, -2) & '18'"
"# 01736", "Sentez-vous comme une fée des fleurs."
"# 01737", "= MID (# 01692,1, -2) & '19'"
"# 01738", "Le melon"
"# 01739", "Flottant, esprit revêtement en résine."
"#01740","=MID(#01692,1,-2)&'20'"
"#01741","Folk Bikini"
"#01742","=#01691"
"#01743","Outerwear_m_00"
"#01744","=MID(#01743,1,-2)&'01'"
"#01745","=MID(#01743,1,-2)&'02'"
"#01746","=MID(#01743,1,-2)&'03'"
"#01747","=MID(#01743,1,-2)&'04'"
"#01748","=MID(#01743,1,-2)&'05'"
"#01749","=MID(#01743,1,-2)&'06'"
"#01750","=MID(#01743,1,-2)&'07'"
"#01751","=MID(#01743,1,-2)&'08'"
"#01752","=MID(#01743,1,-2)&'09'"
"#01753","=MID(#01743,1,-2)&'10'"
"#01754","=MID(#01743,1,-2)&'11'"
"#01755","=MID(#01743,1,-2)&'12'"
"#01756","=MID(#01743,1,-2)&'13'"
"#01757","=MID(#01743,1,-2)&'14'"
"#01758","=MID(#01743,1,-2)&'15'"
"#01759","Outerwear_w_00"
"#01760","=MID(#01759,1,-2)&'01'"
"#01761","=MID(#01759,1,-2)&'02'"
"#01762","=MID(#01759,1,-2)&'03'"
"#01763","=MID(#01759,1,-2)&'04'"
"#01764","=MID(#01759,1,-2)&'05'"
"#01765","=MID(#01759,1,-2)&'06'"
"#01766","=MID(#01759,1,-2)&'07'"
"#01767","=MID(#01759,1,-2)&'08'"
"#01768","=MID(#01759,1,-2)&'09'"
"#01769","=MID(#01759,1,-2)&'10'"
"#01770","=MID(#01759,1,-2)&'11'"
"#01771","=MID(#01759,1,-2)&'12'"
"#01772","=MID(#01759,1,-2)&'13'"
"#01773","=MID(#01759,1,-2)&'14'"
"#01774","=MID(#01759,1,-2)&'15'"
"#01775","Outerwear_c_00"
"#01776","=MID(#01775,1,-2)&'01'"
"#01777","=MID(#01775,1,-2)&'02'"
"#01778","=MID(#01775,1,-2)&'03'"
"#01779","=MID(#01775,1,-2)&'04'"
"#01780","=MID(#01775,1,-2)&'05'"
"#01781","=MID(#01775,1,-2)&'06'"
"#01782","=MID(#01775,1,-2)&'07'"
"#01783","=MID(#01775,1,-2)&'08'"
"#01784","=MID(#01775,1,-2)&'09'"
"#01785","=MID(#01775,1,-2)&'10'"
"#01786","Outerwear_cw_00"
"#01787","=MID(#01786,1,-2)&'01'"
"#01788","=MID(#01786,1,-2)&'02'"
"#01789","=MID(#01786,1,-2)&'03'"
"#01790","=MID(#01786,1,-2)&'04'"
"#01791","=MID(#01786,1,-2)&'05'"
"#01792","=MID(#01786,1,-2)&'06'"
"#01793","=MID(#01786,1,-2)&'07'"
"#01794","=MID(#01786,1,-2)&'08'"
"#01795","=MID(#01786,1,-2)&'09'"
"#01796","=MID(#01786,1,-2)&'10'"
"#01797","Special_sp_00"
"#01798","=MID(#01797,1,-2)&'02'"
"#01799","=MID(#01797,1,-2)&'03'"
"#01800","=MID(#01797,1,-2)&'04'"
"#01801","=MID(#01797,1,-2)&'05'"
"#01802","=MID(#01797,1,-2)&'06'"
"#01803","=MID(#01797,1,-2)&'07'"
"#01804","=#00034"
"#01805","=#00036"
"#01806","=#00037"
"#01807","=#00038"
"#01808","=#00039"
"#01809","=#00040"
"#01810","=#00041"
"# 01811", "Ensemble de maillots de bain fantaisie"
"# 01812", "Ensemble de maillots de bain Kairo"
"# 01813", "Ravi de vous rencontrer!"
, "Je vais vous aider à <co=0070c0><0> </co> en tant qu'assistant."
, "Je connais une chose ou deux sur les piscines ... J'allais dans une école de natation ici."
, "Mais ce dont cette région a besoin, c'est d'un parc aquatique rempli d'attractions sympas! Alors faisons-en un!"
, "Vous pouvez trouver un guide de lecture détaillé dans le menu."
, "Mais pour l'instant, commençons par les bases. Ouvrez le menu et accédez à <co = 0070c0> Construire </co>. Construisons un <pic = pic_icon_buildCategory1> <co = 0070c0> pool </co>."
"# 01814", "Bien joué, vous! C'est la fin de l'année <0>. Ceci met fin à la partie principale du jeu."
, "Voyons quel score vous avez, d'accord?"
"# 01815", "Votre score est de <co=0066cc> <0> Pts </co>!"
, "Félicitations, c'est un nouveau record!"
, "Voyons si vous pouvez battre ce score lors de votre prochaine partie!"
"# 01816", "Votre score est de <co=0066cc> <0> Pts </co>!"
, "Vous n'avez pas établi de nouveau record de score cette fois, mais ne vous en faites pas trop."
, "Voyons si vous pouvez battre ce score lors de votre prochaine partie!"
"# 01817", "Votre meilleur score ne sera plus mis à jour."
, "Mais vous pouvez continuer à jouer aussi longtemps que vous le souhaitez."
, "Je serai là, comme toujours!"
"# 01818", "Avoir une friandise contre le rhume après la baignade fait du bien, n'est-ce pas?"
, "Faisons un magasin de cônes de neige ici! Nos visiteurs vont adorer."
"# 01819", "Faites défiler l'écran pour sélectionner un emplacement pour votre nouvelle installation."
, "Appuyez et maintenez pour le déplacer sans faire défiler l'écran."
"# 01820", "Le <co=0070c0><0> </co> doit être placé de manière à ce qu'il se termine dans la piscine."
, "Se glisser dans la piscine est très amusant!"
"# 01821", "Très bien, nous allons tracer un chemin."
, "Sélectionnez l'endroit où vous voulez qu'il commence et faites-le glisser sur l'écran pour l'étendre."
"# 01822", "Ajoutons une piscine au parc!"
, "Sélectionnez un emplacement pour celui-ci et faites-le glisser sur l'écran pour décider de la taille."
"# 01823", "Oups, nous n'avons pas assez d'argent."
"# 01824", "Vous n'avez pas d'articles."
"# 01825", "Désolé, nous sommes épuisés!"
"# 01826", "Je n'en peux plus."
"# 01827", "Je suis vraiment désolé, mais je n'ai rien à vendre pour le moment."
"# 01828", "<0>: 0."
"# 01829", "Oh non, certaines installations n'ont pas de chemin qui y mène!"
, "S'il n'y a pas de route ou de chemin, une installation ne sera pas accessible à nos visiteurs."
, "C'est quelque chose auquel nous devons prêter attention lors de la construction d'installations!"
"# 01830", "Nous manquons de fonds, patron ..."
, "Uhm, peu importe! J'ai des économies depuis l'époque où j'étais sauveteur de piscine."
, "Vous pouvez les avoir cette fois. C'est bon!"
"# 01831", "Il ne reste plus rien au menu!"
, "Nous devons avoir au moins une chose."
"# 01832", "Sélectionnez un élément à utiliser!"
"# 01833", "Nous ne pouvons plus ajouter d'éléments."
"# 01834", "Il n'y a pas de piscine!"
"# 01835", "D'accord, installons une diapositive."
, "Tout d'abord, choisissez la diapositive que vous souhaitez créer."
"# 01836", "Sélectionnez l'endroit d'où vous voulez que la diapositive aille."
"# 01837", "Ensuite, l'itinéraire qu'il prendra."
"# 01838", "C'est un toboggan aquatique, alors assurez-vous qu'il se termine dans une piscine."
"# 01839", "Je suis sûr que les visiteurs adoreront cette piscine!"
"# 01840", "Notre premier visiteur est arrivé!"
"# 01841", "Oh? Il y a une piscine ici?"
"# 01842", "Voyons si <0> fait une bonne première impression!"
"# 01843", "L'ouverture de <0> s'est plutôt bien passée, à première vue."
"# 01844", "Le symbole <0> indique qu'un visiteur est satisfait de nos installations."
, "Faisons en sorte que tout le monde tombe amoureux de notre parc!"
"# 01845", "Oh, j'ai une idée! Pourquoi n'ajoutons-nous pas <co = 0070c0> attractions </co> <co=0070c0><pic=pic_icon_buildCategory4> </co> à notre parc, comme comme celui-ci? "
"# 01846", "Génial, un visiteur va publier un article sur <0> en ligne!"
"# 01847", "Je pensais que nous devrions avoir une présence sur les réseaux sociaux, alors j'ai créé un compte pour <0> hier soir."
"# 01848", "Génial, un visiteur va publier un article sur <0> en ligne!"
, "Je pensais que nous devrions avoir une présence sur les réseaux sociaux, alors j'ai créé un compte pour <0> hier soir."
, "Voyons ce que les gens disent en ligne à propos de <0>."
, "Trouvé! Jetez un oeil!"
"# 01849", "C'est tellement bon pour nous! Les gens qui voient ce message peuvent aussi venir visiter notre parc!"
, "Ajoutons la personne qui a posté sur <0> à des amis."
, "J'espère que nous aurons beaucoup de bonne publicité gratuite sur les réseaux sociaux!"
, "Voir l'icône de réseau social en haut à droite de l'écran?"
, "Appuyez dessus pour afficher les messages envoyés par nos visiteurs."
"# 01850", "Oh mon Dieu, il est assez tard."
, "Les visiteurs qui sont ici depuis le matin doivent être assez fatigués."
, "Une fois que leur HP sera en panne, ils commenceront à se préparer à partir et à rentrer chez eux pour se reposer."
"# 01851", "Les magasins ferment à 20h."
, "Ils ouvrent à nouveau à 9 heures du matin. Le meilleur moment pour ajouter de nouvelles installations à la piscine est entre ces heures."
, "Au fait, patron, nous avons reçu un <co = 0070c0> cadeau </co> d'un fleuriste à proximité, pour notre grande ouverture!"
, "Plaçons-le quelque part dans le parc."
"# 01852", "Je suis tellement contente que tout se passe bien dès le premier jour."
, "Et maintenant, si vous voulez bien m'excuser, il est temps pour moi de rentrer chez moi. A demain!"
"# 01853", "L'été est enfin arrivé!"
, "C'est la meilleure saison pour nous. Quand il fait si chaud, les gens ne peuvent pas résister à l'attrait d'une piscine fraîche!"
"# 01854", "Cela fait un moment que je n'ai pas eu autant de plaisir! Je me suis fatigué."
,"Je dois prendre des photos à partager avec mes amis."
"# 01857", "Bonjour!"
, "J'ai vu la demande d'ami de <0> et ce fut une si bonne surprise que je suis revenu ici!"
"# 01858", "J'ai posté un nouveau message à propos de votre parc aquatique. Jetez-y un œil!"
"# 01859", "Merci de nous avoir rendu visite à nouveau!"
, "Mon Dieu, je me demande ce que le message dit de nous. J'espère que de bonnes choses!"
